hyperedge_id,resource_id,resource_title,resource_type,domain,topic,level,goal,skill,prerequisite,rating,evidence_id,evidence_type,evidence_text
H0454,Resource152,Ghi chép hồ sơ điều dưỡng,Notebook,Điều dưỡng và chăm sóc sức khỏe,BasicNursing,Intermediate,CreativeDesign,PatientObservation,None,3.7,E0454,ContentEvidence,"Tài liệu 'Ghi chép hồ sơ điều dưỡng' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề BasicNursing và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0455,Resource152,Ghi chép hồ sơ điều dưỡng,Notebook,Điều dưỡng và chăm sóc sức khỏe,BasicNursing,Intermediate,CreativeDesign,PatientObservation,None,3.7,E0455,LevelGoalEvidence,"'Ghi chép hồ sơ điều dưỡng' phù hợp mức Intermediate, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0456,Resource152,Ghi chép hồ sơ điều dưỡng,Notebook,Điều dưỡng và chăm sóc sức khỏe,BasicNursing,Intermediate,CreativeDesign,PatientObservation,None,3.7,E0456,SkillEvidence,"Nội dung 'Ghi chép hồ sơ điều dưỡng' rèn kỹ năng PatientObservation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0457,Resource153,Kỹ thuật đo dấu hiệu sinh tồn,ProjectSample,Điều dưỡng và chăm sóc sức khỏe,PatientCare,ProjectReady,LearnFoundation,NursingProcedure,None,4.4,E0457,ContentEvidence,"Tài liệu 'Kỹ thuật đo dấu hiệu sinh tồn' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề PatientCare và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0458,Resource153,Kỹ thuật đo dấu hiệu sinh tồn,ProjectSample,Điều dưỡng và chăm sóc sức khỏe,PatientCare,ProjectReady,LearnFoundation,NursingProcedure,None,4.4,E0458,LevelGoalEvidence,"'Kỹ thuật đo dấu hiệu sinh tồn' phù hợp mức ProjectReady, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0459,Resource153,Kỹ thuật đo dấu hiệu sinh tồn,ProjectSample,Điều dưỡng và chăm sóc sức khỏe,PatientCare,ProjectReady,LearnFoundation,NursingProcedure,None,4.4,E0459,SkillEvidence,"Nội dung 'Kỹ thuật đo dấu hiệu sinh tồn' rèn kỹ năng NursingProcedure, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0460,Resource154,Quy trình chăm sóc lâm sàng,Tutorial,Điều dưỡng và chăm sóc sức khỏe,MedicalCommunication,Foundation,PrepareExam,MedicalCommunication,None,3.7,E0460,ContentEvidence,"Tài liệu 'Quy trình chăm sóc lâm sàng' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề MedicalCommunication và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0461,Resource154,Quy trình chăm sóc lâm sàng,Tutorial,Điều dưỡng và chăm sóc sức khỏe,MedicalCommunication,Foundation,PrepareExam,MedicalCommunication,None,3.7,E0461,LevelGoalEvidence,"'Quy trình chăm sóc lâm sàng' phù hợp mức Foundation, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0462,Resource154,Quy trình chăm sóc lâm sàng,Tutorial,Điều dưỡng và chăm sóc sức khỏe,MedicalCommunication,Foundation,PrepareExam,MedicalCommunication,None,3.7,E0462,SkillEvidence,"Nội dung 'Quy trình chăm sóc lâm sàng' rèn kỹ năng MedicalCommunication, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0463,Resource155,Case study chăm sóc bệnh nhân,Slide,Điều dưỡng và chăm sóc sức khỏe,FirstAid,Intermediate,ImproveCommunication,FirstAidSkill,PythonBasic;MathBasic,4.4,E0463,ContentEvidence,"Tài liệu 'Case study chăm sóc bệnh nhân' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề FirstAid và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0464,Resource155,Case study chăm sóc bệnh nhân,Slide,Điều dưỡng và chăm sóc sức khỏe,FirstAid,Intermediate,ImproveCommunication,FirstAidSkill,PythonBasic;MathBasic,4.4,E0464,LevelGoalEvidence,"'Case study chăm sóc bệnh nhân' phù hợp mức Intermediate, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0465,Resource155,Case study chăm sóc bệnh nhân,Slide,Điều dưỡng và chăm sóc sức khỏe,FirstAid,Intermediate,ImproveCommunication,FirstAidSkill,PythonBasic;MathBasic,4.4,E0465,SkillEvidence,"Nội dung 'Case study chăm sóc bệnh nhân' rèn kỹ năng FirstAidSkill, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
